MaterialID,name,rarity,type,source,intro,relatedFood,relatedWeapon,LABEL
m216,「天光」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得菫色之庭精通秘境:真葛废都IV（菫色之庭限时开启）时间：周三/周六/周日,N/A,N/A,N/A,Material
m217,「浮世」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得菫色之庭精通秘境:菫染之国Ⅳ（菫色之庭限时开启）时间：周一/周四/周日,雷之国土的梦想是浮世。浮世之短暂乃是人之美的本性所在。人之在世岂不与稻光相近?神威显现的刹那恍若隽永，而永恒的威鸣又有谁人能够承受？,N/A,N/A,Material
m218,「风雅」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得菫色之庭精通秘境:初雷幽谷 Ⅳ（菫色之庭限时开启）时间：周二/周五/周日,N/A,N/A,N/A,Material
m219,恒常机关之心,4星,角色培养素材,BOSS掉落30级以上恒常机关阵列掉落,驱使恒常机关阵列自律行动的核心。有人推测这种核心上的纹样当中以肉眼不可见的语言写上了智能与逻辑，也有人进一步认为这种特殊的遗迹机关因为格外庞大的核心与复杂的纹样，自发选择抛弃了生物的姿态，转而追求性能的强大,N/A,N/A,Material
m220,魔偶机心,4星,角色培养素材,BOSS掉落30级以上魔偶剑鬼掉落,N/A,N/A,N/A,Material
m221,晶凝之华,4星,角色培养素材,N/A,N/A,N/A,N/A,Material
m222,未熟之玉,4星,角色培养素材,BOSS掉落30级以上古岩龙蜥掉落,从古岩龙蜥处取来的结晶物质，蕴含着成为龙的可能性。沉眠在山岳中的龙蜥体内，会析出这种黯淡的晶石。璃月有坊间传说认为，力量随着年月积聚，而这种晶石最终会取代原本的心脏，而龙蜥也会成为真正的龙，撼动山岳、撕裂大地。,N/A,N/A,Material
m223,凛风奔狼的断牙,4星,武器突破素材,秘境获得合成获得活动获得塞西莉亚苗圃炼武秘境:深没之谷Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。狼群也充分理解，人如果没有同类会感到孤独。光荣的断牙是狼们离别的赠礼，据说真的有保护平安的魔力。在遥远世界的传说里有一只母狼领养了伟大的双子狼与人所同住的「家」则被称为「狼之洞」，也就是「卢佩卡」，与这个世界的「卢皮卡」同义。,N/A,N/A,Material
m224,孤云寒林的圣骸,4星,武器突破素材,秘境获得合成获得活动获得震雷连山密宫炼武秘境:雷云祭坛 Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。岩枪的核心是发着暗淡光辉的核心，那是战败魔神的力量深入岩石形成的。他们的怨恨并不针对摩拉克斯，因为他们早就已经没有自我了，不可能还残留私怨。,N/A,"和璞鸢
 斫峰之刃
 若水
 碧落之珑
 黑岩绯玉
 白影剑
 黑岩长剑
 流月针
 弓藏
 匣里日月
 黑岩战弓
 千岩古剑
 遗祀玉珑
 匣里龙吟
 暗铁剑
 白缨枪
 翡玉法球
 弹弓",Material
m225,雾海云间的金丹,4星,武器突破素材,秘境获得合成获得活动获得震雷连山密宫炼武秘境:鸣雷城虚Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周二/周五/周日,赋予武器突破之力的材料。其实所谓金丹，真的是字面意思的金属之丹。这些都是仙人们制造的合金，融合了神通之力，可以给与武器超越的力量。武人似乎都觉得武道优于仙道，不怎么访神问仙。所以金丹并没什么机会给出去。,N/A,N/A,Material
m226,漆黑陨铁的一角,4星,武器突破素材,秘境获得合成获得活动获得震雷连山密宫炼武秘境:古雷试炼场Ⅲ/Ⅳ（震雷连山密宫限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。提瓦特沿海的诸国把超越七神庇护的外部称之为「暗之外海」，据说许多战败的麾神不愿意活在新的七神秩序之下，于是逃到了远岛，化作了邪神。不过它们的力量和岩王帝君的力量本就同源，和这个吞噬一切的漆黑并不一样。,N/A,"尘世之锁
 贯虹之槊
 护摩之杖
 万国诸海图谱
 试作古华
 铁蜂刺
 试作星镰
 钢轮弓
 螭骨剑
 千岩长枪
 衔珠海皇
 落霞
 筑云
 飞天御剑
 飞天大御剑
 黑缨枪",Material
m227,高塔孤王的断片,4星,武器突破素材,秘境获得合成获得活动获得塞西莉亚苗圃炼武秘境:水光之城Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周一/周四/周日,N/A,N/A,N/A,Material
m228,狮牙斗士的镣铐,4星,武器突破素材,秘境获得合成获得活动获得塞西莉亚苗圃炼武秘境:渴水的废都Ⅲ/Ⅳ（塞西莉亚苗圃限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。温妮莎并不是被镣铐或者锁链困住的，她想要挣脱枷锁和镣铐的话，随时都能击碎蒙德融造的普通金属。毕竟这里既没有优秀的矿石，也没有故乡的神火。锁往她的，是守护族人的责任。,N/A,"四风原典
 狼的末路
 阿莫斯之弓
 天空之脊
 苍古自由之誓
 祭礼残章
 宗室大剑
 西风猎弓
 宗室长弓
 祭礼剑
 西风大剑
 西风长枪
 腐殖之剑
 忍冬之果
 风花之颂
 暗巷猎手
 饰铁之花
 旅行剑
 白铁大剑
 异世界行记
 反曲弓
 铁尖枪
 新手长枪",Material
m229,玄岩之塔,4星,角色培养素材,N/A,N/A,N/A,N/A,Material
m230,飓风之种,4星,角色培养素材,N/A,N/A,N/A,N/A,Material
m231,雷光棱镜,4星,角色培养素材,N/A,N/A,N/A,N/A,Material
m232,极寒之核,4星,角色培养素材,BOSS掉落30级以上急冻树掉落,"急冻树被击败后,裸露出的原核。其中蕴含着纯净的冰元素。在大地深处中奔涌的能量与思念终归会喷发。就连哀思般沉寂的寒霜，也会附着在地面上的生命形态当中;即使原本不该狩猎的生灵的藤蔓植物，也会变得庞大而凶悍吧。",N/A,N/A,Material
m233,常燃火种,4星,角色培养素材,BOSS掉落30级以上爆炎树掉落,N/A,N/A,N/A,Material
m234,「黄金」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得太山府精通秘境:焚尽之环 Ⅳ（太山府限时开启）时间：周三/周六/周日,岩之国土的象征是黄金。黄金是璃月的财富。但璃月真正的财富，是璃月的人们那如黄金般闪耀的心灵。,N/A,N/A,Material
m235,「勤劳」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得太山府精通秘境:深炎之底Ⅰ/Ⅱ/Ⅲ/Ⅳ（太山府限时开启）时间：周二/周五/周日,"岩之国土的根基是勤劳。
勤劳即为相信自己，即为相信通过汗水、智慧与力量，在诸神的土地上，人人都可以拥有自己的一席之地。",N/A,N/A,Material
m236,「繁荣」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得太山府精通秘境:炽炎祭场Ⅳ（太山府限时开启）时间：周一/周四/周日,N/A,N/A,N/A,Material
m237,「诗文」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得忘却之峡精通秘境:沉睡之国Ⅳ（忘却之峡限时开启）时间：周三/周六/周日,风之国土的灵魂是诗文。诗文是传颂的心意。即使一切都将逝去，即使一切都将不再，随风而行的诗歌，仍会将此世间一切美好传遍天空、大地与海洋的一切角落。,N/A,N/A,Material
m238,「抗争」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得忘却之峡精通秘境:冰封废渊Ⅳ（忘却之峡限时开启）时间：周二/周五/周日,风之国土的脊梁是抗争。蒙德的历史即是抗争的历史。抗争是为了蒙德未来的诗文，也能自由地随着眷顾的风，传到远方。,N/A,N/A,Material
m239,「自由」的哲学,4星,角色天赋素材,合成获得活动获得秘境获得忘却之峡精通秘境:霜凝祭坛Ⅳ(忘却之峡限时开启)时间：周一/周四/周日,风之国土的精神是自由。自由其三，是歌唱的自由，即是能在风之神塑造的美好土地上歌唱，让自己的心与歌一同随风而去的自由。,N/A,N/A,Material
m240,星与火的基石,5星,角色培养素材,魔神任务部族纪闻世界任务,"「英雄点燃圣火，照亮世界，又终将沉眠，枕星安息。」
「他们留下了一块石头，一张织物。我们以此为基石，搭起了永不断绝的文明。」",N/A,N/A,Material
m241,神合秘烟的启示,5星,武器突破素材,秘境获得合成获得深古瞭望所炼武秘境:测度 Ⅳ（深古瞭望所限时开启）时间：周三/周六/周日,N/A,N/A,"岩峰巡歌
 碎链
 苍纹角杯
 硕果钩硕果钩",Material
m242,贡祭炽心的荣膺,5星,武器突破素材,秘境获得合成获得深古瞭望所炼武秘境:冥见 Ⅳ（深古瞭望所限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。「如果你想要拥世上的一切，那就先将自己的一切献给世界吧。」在禁城的圣主不再允许众人向夜晚的国度祈求之后，一度建立的精神的纽带业已荒毁。受指引的赤瞳的少年经历种种考验，其最后一项就是要效仿最初的人神那样，用黄金的匕首献上自己的心脏。自我的献祭是一种胜者的荣膺，他没有丝毫的犹豫，用烁光的利刃劈开自己的胸膛。而他再次出现的时候，已是从水如流光的国度归来，即将重造伟业的时刻了。,N/A,"冲浪时光
 撼地者
 息燧之笛
 弥坚骨",Material
m243,谵妄圣主的神面,5星,武器突破素材,秘境获得合成获得深古瞭望所炼武秘境:究观 Ⅳ（深古瞭望所限时开启）时间：周二/周五/周日,N/A,N/A,"山王长牙
 虹的行迹
 木棉之环
 镇山之钉",Material
m244,丝织之羽,5星,天赋培养素材,周常BOSS掉落70级以上「仆人」挑战奖励,"完成与「仆人」的决斗后，在废墟中拾起的晶片。
已经冷却的血与火依旧维持着羽毛的形状，周围缭绕着凝固的黑色细线。
心智尚未成熟之时，稚童们总是依赖父母的精心照料，如同雏鸟需要羽翼的庇护。
为了满足这份愿望，「父亲」将危险的蛛丝织成羽毛，模仿成鸟的翅膀，为家中带去些许温暖。",N/A,N/A,Material
m245,残火灯烛,5星,天赋培养素材,周常BOSS掉落70级以上「仆人」挑战奖励,"完成与「仆人」的决斗后，在废墟中拾起的灯烛。
相传当烛火摇曳于罪人的手中，光亮即可化作阴影，掩盖脚步声与杀意。
不知用何种材料制成，燃烧后没有蜡泪，只有黑色的灰烬散入风中，飘向未知的远方。",N/A,N/A,Material
m246,否定裁断,5星,天赋培养素材,周常BOSS掉落70级以上「仆人」挑战奖励,"完成与「仆人」的决斗后，在废墟中拾起的耳钉。
红色的符号如同她眼中的图案，既是申敕也是否决。
失怙失恃的孩子们自幼就蒙受诸般苦难，这些她都记在心底。
命运审视人间，亦将有人审视命运。",N/A,N/A,Material
m247,N/A,5星,天赋培养素材,周常BOSS掉落70级以上吞星之鲸挑战奖励,N/A,N/A,N/A,Material
m248,N/A,5星,天赋培养素材,周常BOSS掉落70级以上吞星之鲸挑战奖励,N/A,N/A,N/A,Material
m249,N/A,5星,天赋培养素材,周常BOSS掉落70级以上吞星之鲸挑战奖励,N/A,N/A,N/A,Material
m250,N/A,5星,武器突破素材,秘境获得合成获得深潮的余响炼武秘境:奇械 Ⅳ（深潮的余响限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。沉没之城的僭主弹奏黄金乐章的最后一曲时，深受宠渥的的乐师窃走了满盛灵露的金杯。为神王的背叛愚行所震惊，乐师召集了最后的禁卫，用不溶的灵露将魔龙封印于高塔之下，同王城一起沉沦海渊。后来，这高贵窃贼的身影从历史上默默消湮，只有「金色剧团」仍忠诚地记得他的预言。,N/A,"金流监督
 赤月之形
 柔灯挽歌
 峡湾长歌
 浪影阔剑
 公义的酬报
 便携动力锯
 「究极霸王超级魔剑」",Material
m251,纯圣露滴的真粹,5星,武器突破素材,秘境获得合成获得深潮的余响炼武秘境:匠理 Ⅳ（深潮的余响限时开启）时间：周二/周五/周日,N/A,N/A,"万世流涌大典
 静水流涌之辉
 白雨心弦
 海渊终曲
 纯水流华
 船坞长剑",Material
m252,悠古弦音的回响,5星,武器突破素材,秘境获得合成获得深潮的余响炼武秘境:机思 Ⅳ（深潮的余响限时开启）时间：周一/周四/周日,N/A,N/A,"最初的大魔术
 裁断
 赦罪
 灰河渡手
 静谧之曲
 勘探钻机
 测距规
 水仙十字之剑",Material
m253,亘古树海之一瞬,5星,天赋培养素材,周常BOSS掉落70级以上阿佩普的绿洲守望者挑战奖励,N/A,N/A,N/A,Material
m254,原初绿洲之初绽,5星,天赋培养素材,周常BOSS掉落70级以上阿佩普的绿洲守望者挑战奖励,N/A,N/A,N/A,Material
m255,生长天地之蕨草,5星,天赋培养素材,周常BOSS掉落70级以上阿佩普的绿洲守望者挑战奖励,N/A,N/A,N/A,Material
m256,空行的虚铃,5星,天赋培养素材,周常BOSS掉落70级以上正机之神挑战奖励,N/A,N/A,N/A,Material
m257,N/A,5星,天赋培养素材,周常BOSS掉落70级以上正机之神挑战奖励,正机之主胸前用于隔断外界的镜面。特意绘上了三重巴纹以宣告其身份与威严。此纹样并非向雷之主人宣告臣服，而是刺往世间既有之威能的利刃; 此镜面并非隔绝世人批判之目光;而是断却俗世一切之污脏的宫墙。于此大殿中施舍惩戒，洗净蒙昧，颠倒梦想、剜去心因，重书定业。,N/A,N/A,Material
m258,傀儡的悬丝,5星,天赋培养素材,周常BOSS掉落70级以上正机之神挑战奖励,"插入机心人偶背部的导管。流淌其中的色彩时而晦暗时而明艳，矛盾到令人恐惧。为机心人偶提供能量，同时也如悬挂木偶的丝线一般控制束缚着人偶。
失去导管支撑，人偶将羸弱得堪比新生幼儿，寸步难行。",N/A,N/A,Material
m259,烈日威权的旧日,5星,武器突破素材,秘境获得合成获得有顶塔炼武秘境:引业 Ⅳ（有顶塔限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。愚痴的黄沙之王统治的年代里，烈日般黄金的权力遍洒大地。古旧的石碑记录，王的威权化作七道烈光或七座柱梁；王的慈悲平均地赐予每一个人手中，没有人受到忽视，亦没有人心怀不满。那是一个被遗忘的黄金时代，彼时花的女王已谢落尘沙，草木的主人也决定离去。但只有黄沙的子嗣选择与他们的神祗同在，即使灾祸的阴影渐行渐近，他们所信赖的威权依旧如琥珀与黄金那般闪耀着不灭的光芒。但灾祸终究还是降临了，黄金的虫印也被葬在了神殿与宫阙深处、曾雕着鹫兽与牛头的破碎柱基之下。,N/A,"猎人之径
 图莱杜拉的回忆
 苇海信标
 竭泽
 王下近侍
 玛海菈的水色
 烈阳之嗣",Material
m260,绿洲花园的真谛,5星,武器突破素材,秘境获得合成获得有顶塔炼武秘境:思惑 Ⅳ（有顶塔限时开启）时间：周二/周五/周日,N/A,N/A,"赤沙之杖
 千夜浮梦
 贯月矢
 盈满之实
 流浪的晚星
 聊聊棒",Material
m261,凶将之手眼,5星,天赋培养素材,周常BOSS掉落70级以上永恒的守护者挑战奖励,从净土中取回来的人偶关节，这一部分乃是象征着「所见即所为」的手眼造型。已经化做祸神的「她」，同样可以驾驭此等手眼神通。目光所见之瞬间，便已斩出一刀。然而万劫太过久远，凶将之骸亦得春生。,N/A,N/A,Material
m262,祸神之禊泪,5星,天赋培养素材,周常BOSS掉落70级以上永恒的守护者挑战奖励,从净土中取回的人偶关节，这一部分乃是「恶曜之眼」的造型。仅仅依靠凝视就可以降下灾祸与诅咒，因此把人生之不顺归咎于「祸神」似乎理所当然。但是好好想想吧，倘若意志足够强大，信念足够坚定…万劫太过久远，凶星恶曜亦能以泪涤净自身。,N/A,N/A,Material
m263,万劫之真意,5星,天赋培养素材,周常BOSS掉落70级以上永恒的守护者挑战奖励,在一切尘埃落定之后，从净土带回的小小头饰。一念则万劫尽，总有思念可以超越时间。百千万劫，「真」实之意，不知道是否传达到了。,N/A,N/A,Material
m264,熔毁之刻,5星,天赋培养素材,周常BOSS掉落70级以上女士挑战奖励,N/A,N/A,N/A,Material
m265,狱火之蝶,5星,天赋培养素材,周常BOSS掉落70级以上女士挑战奖励,战胜解放了原本力量的「女士」后，得到的某种蕴含着温暖的力量的畸形碎片。应激的冰之封印被打破，过往的意志冲破苍白的囚牢，她再度想起自己原本的名字时，不死蝶会随着血肉焚毁一同逸散飞舞。而她也想起了漫游大地，散布烈焰，烧尽一切罪恶的过去，以及自己未能再见的那个人的面貌。,N/A,N/A,Material
m266,灰烬之心,5星,天赋培养素材,周常BOSS掉落70级以上女士挑战奖励,N/A,N/A,N/A,Material
m267,鸣神御灵的勇武,5星,武器突破素材,秘境获得合成获得砂流之庭炼武秘境:砂之祭场 Ⅳ（砂流之庭限时开启）时间：周二/周五/周日,N/A,N/A,"飞雷之弦振
 赤角石溃杵
 波乱月白经津
 破魔之弓
 桂木斩长正
 掠食者
 曚云之月
 东花坊时雨",Material
m268,今昔剧画之鬼人,5星,武器突破素材,秘境获得合成获得砂流之庭炼武秘境:流沙之葬 Ⅳ（砂流之庭限时开启）时间：周三/周六/周日,赋予武器突破之力的材料。背上「雷之三重巴」的纹样时名为「千代」的鬼族女武者，面对漆黑的军势时，曾被虎躯蛇尾的世外之兽吞下。最后她撕开魔兽的胸腔，得以幸存。这是「虎啮的千代」之名的来由。在此后的岁月中，这一名号渐渐简化为「虎千代」。但在深邃之兽的腹中，她染上了深罪的黯色，也透过猩红的利齿看见同行者被撕碎。沉湎于漆黑景色的她最终向御建鸣神主尊拔剑；后来，她持刀之臂与尖角被斩落，如同负伤的野兽般从城中逃向林野；再后来似乎是被天狗，或是终末番，或是山中修行的岩藏之胤当成不认得的怪物，收拾掉了罢，因为她俊美的容貌已经因为漆黑的仇恨与负伤痛苦变得狰狞扭曲。抑或是遇见了大蛇遗骸附近的鬼面执剑人形，故此结束了命运的旅途。昔日曾与渊薮战斗者难免梦见漆黑的剧画。曾与魔兽厮杀又沦为当中一员者亦不在少数。世界的边缘正在变得稀薄而脆弱，这种侵蚀或许并非是单向的。,N/A,"薙草之稻光
 冬极白星
 神乐之真意
 喜多院十文字
 「渔获」
 断浪长鳍
 笼钓瓶一心",Material
m269,远海夷地的金枝,5星,武器突破素材,秘境获得合成获得砂流之庭炼武秘境:沉砂之渊 Ⅳ（砂流之庭限时开启）时间：周一/周四/周日,N/A,N/A,"雾切之回光
 不灭月华
 有乐御簾切
 天目影打刀
 白辰之环
 恶王丸
 证誓之明瞳",Material
m270,鎏金之鳞,5星,天赋培养素材,周常BOSS掉落70级以上若陀龙王挑战奖励,N/A,N/A,N/A,Material
m271,血玉之枝,5星,天赋培养素材,周常BOSS掉落70级以上若陀龙王挑战奖励,N/A,N/A,N/A,Material
m272,龙王之冕,5星,天赋培养素材,周常BOSS掉落70级以上若陀龙王挑战奖励,千年刚玉凝成的结晶之角，乃是「龙王」的天生冠冕。注之以精魄，塑之以顽岩。它自山涧而生，在群岩的国土彰示天地的威权，而黄金般的长角则是它在过去与某位君王分庭抗礼的标志。曾一度裂折失色，如今却在你的手中闪烁着冰冷的黄金光泽。,N/A,N/A,Material
m273,魔王之刃·残片,5星,天赋培养素材,周常BOSS掉落70级以上黄金屋挑战奖励,N/A,N/A,N/A,Material
m274,谧林涓露的金符,5星,武器突破素材,秘境获得合成获得有顶塔炼武秘境:云垢 Ⅳ（有顶塔限时开启）时间：周一/周四/周日,赋予武器突破之力的材料。「为人只有三物值得相顾：怀抱月光的泉水、生命的绿色，与不老的容颜…」「智慧」的本质并不在于掌控一切思维，谋取一切利益，而在于其能够令平凡的生命最终也获得超越桎梏的自由。尽管密林中不再回荡着摄人心魄的虎啸，坚强的卫士也退隐孩童的梦中…在秘密的黄金封印都被揭开，所有的梦想在月光下如琥珀闪闪发亮的那一夜，或许她与她所深爱的凡人们将会赢得真正的自由。,N/A,"圣显之钥
 裁叶萃光
 原木刀
 森林王器
 西福斯的月光
 鹮穿之喙
 沙中伟贤的对答",Material
m275,吞天之鲸·只角,5星,天赋培养素材,周常BOSS掉落70级以上黄金屋挑战奖励,"战胜解放了邪眼之力的「公子」后，取来的水鲸之角。
传说中，命之座的图形反映着人的气质。而巡弋漆黑夜空的星辰之鲸，恐怕映照出的是粉碎一切、吞噬一切的狂傲理念吧…而接受了这一面的他，欣然唤出灭世的水之鲸，投身与你的战斗。",N/A,N/A,Material
m276,北风的魂匣,5星,天赋培养素材,周常BOSS掉落70级以上北风狼挑战奖励,"从北风的伟大王狼之灵处，取来的些许力量。
这片大地上曾经北风呼啸，呼气凝霜。但它在最终终于明白，酷烈的北风只能熄灭生命，不能滋养生命。在生命的末尾，它让自己的力量流入这片大地，永远守护大地与大地的住民。",N/A,N/A,Material
m277,北风之环,5星,天赋培养素材,周常BOSS掉落70级以上北风狼挑战奖励,"从北风的伟大王狼身上，取来的些许凝冰。
这片大地曾经北风呼啸，呼气凝霜。如砂砾的冰与雪在寒风中嚣叫，飞舞着将肌肤撕裂，让血液凝结。如今的北风王狼力量虽然不如往昔，却仍有能将
大地冰封的力量。",N/A,N/A,Material
m278,北风之尾,5星,天赋培养素材,周常BOSS掉落70级以上北风狼挑战奖励,N/A,N/A,N/A,Material
m279,东风的吐息,5星,天赋培养素材,周常BOSS掉落70级以上风魔龙挑战奖励,"从蒙德的东风之主唤起的狂风中，采来的些许力量。
它的身躯是优美而通透的，信风与龙卷都愿为它效力。只要乘风而行，风就是它的同伴、它的歌声与它的自由。
而它的敌人，就是—千种名字各异的风的敌人。",N/A,N/A,Material
m280,智识之冕,5星,角色天赋素材,版本活动奖励供奉忍冬之树至11级获取供奉神樱大树，梦之树和露景泉至5级，15级，25级，35级和45级获取强化流明石触媒至4级获取提升玉珑至3级获取首次通过幻想真境剧诗第10幕获取星辉兑换，每月限兑一个,提升天赋所需要的珍贵素材。远古时期，承载与传授智识所用的仪式器具。尽管如此，智慧居于言语及典籍中，但「智识之冕」中残存的力量与智慧仍能给如今的人们带来伟大的突破吧。,N/A,N/A,Material
m281,净水之心,4星,角色培养素材,BOSS掉落30级以上纯水精灵掉落,"纯水精灵留下的永远透彻的一掬水。即使溶在了湖泊中,它的纯净也不会被稀释吧。但高洁如此的纯水精灵，又是为何渴望着地上生灵的模样，以净水模拟成生物的姿态呢，即使不需要呼吸、也不需要进食…",N/A,N/A,Material
m282,东风之翎,5星,天赋培养素材,周常BOSS掉落70级以上风魔龙挑战奖励,"从蒙德的东风之主身上,取下的一枚翎羽。
那是经历了千年之风的龙之羽。追求自由的本心使它几乎唤起轻风,好逃离现今的桎梏;但它的旧主对你的赏识,使它留在了你的掌心里。",N/A,N/A,Material
m283,钩钩果,1星,蒙德区域特产,野外采集奔狼领采集(采集帮助：采集视频，采集专栏)风起地克罗丽丝处购买（每三天5个）,带着勾刺的莓果，会挂在狼的毛皮上来迁徙。看见它时，仿佛能听见狼的凄嚎在林间回荡…钩钩果能入药，可以治疗病痛。虽然本身也会为不小心的人或走兽带来伤痛就是了…,假日果酿,N/A,Material
